Uberstrain	Name	Data Source(Accession No.;Sequencing Platform;Sequencing Library;Insert Size;Experiment;Status)	Source Niche	Source Type	Source Details	Collection Year	Collection Month	Collection Day	Collection Time	Continent	Country	Region	District	City	Post Code	Latitude	Longitude	Lab Contact	Species	Serological Group	Serotype	EcoR Cluster	Path/Nonpath	Simple Patho	Simple Disease	Comment	Bio Project ID	Project ID	Disease	Sample ID	Secondary Sample ID	Date Entered	Release Date	Barcode	O Antigen	H Antigen
ESC_BA7717AA	eo3425	ERR434540;ILLUMINA;Paired;210;ERX400815																THE SANGER CENTER	Escherichia coli								PRJEB4681	ERP003992		SAMEA2205680	ERS358191	2015-08-27	2014-05-14	ESC_BA7717AA	O1	H7
ESC_BA7719AA	eo3383	ERR434538;ILLUMINA;Paired;210;ERX400813																THE SANGER CENTER	Escherichia coli								PRJEB4681	ERP003992		SAMEA2205566	ERS358077	2015-08-27	2014-05-14	ESC_BA7719AA	O1	H7
ESC_BA7756AA	eo1135	ERR435333;ILLUMINA;Paired;227;ERX401608																THE SANGER CENTER	Escherichia coli								PRJEB4681	ERP003992		SAMEA2205086	ERS357597	2015-08-27	2014-05-14	ESC_BA7756AA	O1	H7
ESC_BA7758AA	eo1073	ERR435331;ILLUMINA;Paired;227;ERX401606																THE SANGER CENTER	Escherichia coli								PRJEB4681	ERP003992		SAMEA2205071	ERS357582	2015-08-27	2014-05-14	ESC_BA7758AA	O1	H7
ESC_BA7762AA	eo718	ERR435327;ILLUMINA;Paired;227;ERX401602																THE SANGER CENTER	Escherichia coli								PRJEB4681	ERP003992		SAMEA2204909	ERS357420	2015-08-27	2014-05-14	ESC_BA7762AA	O2	H7
ESC_BA7772AA	eo1179	ERR435135;ILLUMINA;Paired;227;ERX401410																THE SANGER CENTER	Escherichia coli								PRJEB4681	ERP003992		SAMEA2205099	ERS357610	2015-08-27	2014-05-14	ESC_BA7772AA	O2	H4
ESC_BA7806AA	eo1663	ERR434711;ILLUMINA;Paired;222;ERX400986																THE SANGER CENTER	Escherichia coli								PRJEB4681	ERP003992		SAMEA2205350	ERS357861	2015-08-27	2014-05-14	ESC_BA7806AA	O1	H7
ESC_BA7817AA	eo2012	ERR434518;ILLUMINA;Paired;210;ERX400793																THE SANGER CENTER	Escherichia coli								PRJEB4681	ERP003992		SAMEA2205339	ERS357850	2015-08-27	2014-05-14	ESC_BA7817AA	O1	H7
ESC_BA7826AA	eo1662	ERR434314;ILLUMINA;Paired;228;ERX400589																THE SANGER CENTER	Escherichia coli								PRJEB4681	ERP003992		SAMEA2205170	ERS357681	2015-08-27	2014-05-14	ESC_BA7826AA	O1	H7
ESC_BA7828AA	eo1316	ERR434312;ILLUMINA;Paired;228;ERX400587																THE SANGER CENTER	Escherichia coli								PRJEB4681	ERP003992		SAMEA2205149	ERS357660	2015-08-27	2014-05-14	ESC_BA7828AA	O1	H7
ESC_BA7829AA	eo1266	ERR434311;ILLUMINA;Paired;228;ERX400586																THE SANGER CENTER	Escherichia coli								PRJEB4681	ERP003992		SAMEA2205131	ERS357642	2015-08-27	2014-05-14	ESC_BA7829AA	O1	H7
ESC_BA7833AA	eo1097	ERR434307;ILLUMINA;Paired;228;ERX400582																THE SANGER CENTER	Escherichia coli								PRJEB4681	ERP003992		SAMEA2205080	ERS357591	2015-08-27	2014-05-14	ESC_BA7833AA	O1	H7
ESC_BA7834AA	eo1066	ERR435528;ILLUMINA;Paired;222;ERX401803																THE SANGER CENTER	Escherichia coli								PRJEB4681	ERP003992		SAMEA2205065	ERS357576	2015-08-27	2014-05-14	ESC_BA7834AA	O1	H7
ESC_BA7842AA	eo668	ERR435520;ILLUMINA;Paired;222;ERX401795																THE SANGER CENTER	Escherichia coli								PRJEB4681	ERP003992		SAMEA2204884	ERS357395	2015-08-27	2014-05-14	ESC_BA7842AA	O1	H7
ESC_BA7847AA	eo561	ERR435320;ILLUMINA;Paired;227;ERX401595																THE SANGER CENTER	Escherichia coli								PRJEB4681	ERP003992		SAMEA2204837	ERS357348	2015-08-27	2014-05-14	ESC_BA7847AA	O18	H7
ESC_BA7849AA	eo516	ERR435318;ILLUMINA;Paired;227;ERX401593																THE SANGER CENTER	Escherichia coli								PRJEB4681	ERP003992		SAMEA2204824	ERS357335	2015-08-27	2014-05-14	ESC_BA7849AA	O45	H7
ESC_BA7850AA	eo469	ERR435317;ILLUMINA;Paired;227;ERX401592																THE SANGER CENTER	Escherichia coli								PRJEB4681	ERP003992		SAMEA2204798	ERS357309	2015-08-27	2014-05-14	ESC_BA7850AA	O45	H7
ESC_BA7871AA	ECO0399	ERR435114;ILLUMINA;Paired;227;ERX401389																THE SANGER CENTER	Escherichia coli								PRJEB4681	ERP003992		SAMEA2204610	ERS357121	2015-08-27	2014-05-14	ESC_BA7871AA	O18	H7
ESC_BA7873AA	eo956	ERR434917;ILLUMINA;Paired;231;ERX401192																THE SANGER CENTER	Escherichia coli								PRJEB4681	ERP003992		SAMEA2205031	ERS357542	2015-08-27	2014-05-14	ESC_BA7873AA	O1	H7
ESC_BA7889AA	eo1854	ERR434706;ILLUMINA;Paired;222;ERX400981																THE SANGER CENTER	Escherichia coli								PRJEB4681	ERP003992		SAMEA2205230	ERS357741	2015-08-27	2014-05-14	ESC_BA7889AA	O25	H4
ESC_BA7895AA	eo1071	ERR434700;ILLUMINA;Paired;222;ERX400975																THE SANGER CENTER	Escherichia coli								PRJEB4681	ERP003992		SAMEA2205069	ERS357580	2015-08-27	2014-05-14	ESC_BA7895AA	O2	H7
ESC_BA7901AA	eo1565	ERR434512;ILLUMINA;Paired;210;ERX400787																THE SANGER CENTER	Escherichia coli								PRJEB4681	ERP003992		SAMEA2205277	ERS357788	2015-08-27	2014-05-14	ESC_BA7901AA	O1	H7
ESC_BA7919AA	eo653	ERR434299;ILLUMINA;Paired;228;ERX400574																THE SANGER CENTER	Escherichia coli								PRJEB4681	ERP003992		SAMEA2204870	ERS357381	2015-08-27	2014-05-14	ESC_BA7919AA	O1	H7
ESC_BA8159AA	AZ-TG73627	SRR1269348;ILLUMINA;Paired;500;SRX532258	Poultry	Avian	Skinless Boneless Chicken Breast	2013	7			North America	United States	Alabama						FOOD AND DRUG ADMINISTRATION, CENTER FOR FOOD SAFETY AND APPLIED NUTRITION	Escherichia coli								PRJNA230968	SRP038995		SAMN02628660	SRS601232	2015-08-27	2014-05-02	ESC_BA8159AA	O1	H7
ESC_BA8378AA	BIDMC 65	SRR1187790;ILLUMINA;Paired;180;SRX484939,SRR1187718;ILLUMINA;Paired;180;SRX484939,SRR1180885;ILLUMINA;Paired;649;SRX479956,SRR1180941;ILLUMINA;Paired;649;SRX479956	Human	Human	Homo sapiens; ABSCESS	2013				North America	United States	Massachusetts	Suffolk County	Boston		42.3	-71	Broad Institute	Escherichia coli								PRJNA234153	SRP039298		SAMN02581286	SRS565175	2015-08-27	2014-03-11	ESC_BA8378AA	O1	H7
ESC_BA8725AA	M618	ERR314389;ILLUMINA;Paired;217;ERX287537																THE SANGER CENTER	Escherichia coli								PRJEB3255	ERP001784		SAMEA2014056	ERS203106	2015-08-27	2013-07-22	ESC_BA8725AA	O2	H4
ESC_BA8972AA	5011	ERR361033;ILLUMINA;Paired;455;ERX333804																THE SANGER CENTER	Escherichia coli								PRJEB4420	ERP003709		SAMEA2163671	ERS333066	2015-08-27	2014-03-14	ESC_BA8972AA	O1	H7
ESC_BA8980AA	P7	ERR361025;ILLUMINA;Paired;455;ERX333796																THE SANGER CENTER	Escherichia coli								PRJEB4420	ERP003709		SAMEA2163663	ERS333058	2015-08-27	2014-03-14	ESC_BA8980AA	O1	H7
ESC_BA9050AA	BIDMC 49b	SRR1010896;ILLUMINA;Paired;5000;SRX363718,SRR999496;ILLUMINA;Paired;180;SRX357468,SRR999497;ILLUMINA;Paired;180;SRX357468,SRR1010895;ILLUMINA;Paired;5000;SRX363718	Human	Human	Homo sapiens					North America	United States	Massachusetts	Suffolk County	Boston		42.3	-71	Broad Institute	Escherichia coli								PRJNA219257	SRP030174		SAMN02356589	SRS485443	2015-08-27	2013-10-09	ESC_BA9050AA	O2	H4
ESC_BA9051AA	BIDMC 49a	SRR999494;ILLUMINA;Paired;180;SRX357467,SRR999495;ILLUMINA;Paired;180;SRX357467,SRR1010894;ILLUMINA;Paired;5000;SRX363717,SRR1010893;ILLUMINA;Paired;5000;SRX363717	Human	Human	Homo sapiens; BLOOD CULTURE	2012	12			North America	United States	Massachusetts	Suffolk County	Boston		42.3	-71	Broad Institute	Escherichia coli								PRJNA219256	SRP030172		SAMN02356588	SRS485441	2015-08-27	2013-10-09	ESC_BA9051AA	O50 or O2	H4
ESC_BA9120AA	HVH 137 (4-2124971)	SRR958968;ILLUMINA;Paired;5000;SRX340970,SRR784220;ILLUMINA;Paired;180;SRX251112,SRR958967;ILLUMINA;Paired;5000;SRX340970,SRR770114;ILLUMINA;Paired;180;SRX247789	Human	Human	Homo sapiens; Blood	2004				Europe	Denmark							Broad Institute	Escherichia coli								PRJNA186163	SRP029289		SAMN01885782	SRS399661	2015-08-27	2013-08-28	ESC_BA9120AA	O1	H7
ESC_BA9126AA	UMEA 3893-1	SRR958966;ILLUMINA;Paired;5000;SRX340683,SRR958965;ILLUMINA;Paired;5000;SRX340684,SRR786381;ILLUMINA;Paired;180;SRX251588,SRR786382;ILLUMINA;Paired;180;SRX251588	Human	Human	Homo sapiens; Urine	1996				Europe	Sweden							Broad Institute	Escherichia coli								PRJNA186377	SRP019738		SAMN01885986	SRS402393	2015-08-27	2013-08-28	ESC_BA9126AA	O45	H7
ESC_BA9128AA	UMEA 3834-1	SRR958844;ILLUMINA;Paired;5000;SRX340679,SRR786377;ILLUMINA;Paired;180;SRX251586,SRR958845;ILLUMINA;Paired;5000;SRX340680,SRR786378;ILLUMINA;Paired;180;SRX251586	Human	Human	Homo sapiens; Urine	1996				Europe	Sweden							Broad Institute	Escherichia coli								PRJNA186375	SRP019736		SAMN01885984	SRS402391	2015-08-27	2013-08-28	ESC_BA9128AA	O18	H7
ESC_BA9135AA	UMEA 3702-1	SRR958829;ILLUMINA;Paired;5000;SRX340665,SRR958828;ILLUMINA;Paired;5000;SRX340666,SRR786363;ILLUMINA;Paired;180;SRX251570,SRR786364;ILLUMINA;Paired;180;SRX251570	Human	Human	Homo sapiens; Urine	1996				Europe	Sweden							Broad Institute	Escherichia coli								PRJNA186368	SRP019729		SAMN01885977	SRS402382	2015-08-27	2013-08-28	ESC_BA9135AA	O1	H7
ESC_BA9141AA	UMEA 3662-1	SRR958796;ILLUMINA;Paired;5000;SRX340654,SRR786352;ILLUMINA;Paired;180;SRX251557,SRR786351;ILLUMINA;Paired;180;SRX251557,SRR958797;ILLUMINA;Paired;5000;SRX340653	Human	Human	Homo sapiens; Urine	1996				Europe	Sweden							Broad Institute	Escherichia coli								PRJNA186362	SRP019723		SAMN01885971	SRS402375	2015-08-27	2013-08-28	ESC_BA9141AA	O1	H7
ESC_BA9144AA	UMEA 3632-1	SRR786346;ILLUMINA;Paired;180;SRX251554,SRR786345;ILLUMINA;Paired;180;SRX251554,SRR958790;ILLUMINA;Paired;5000;SRX340648,SRR958789;ILLUMINA;Paired;5000;SRX340647	Human	Human	Homo sapiens; Urine	1996				Europe	Sweden							Broad Institute	Escherichia coli								PRJNA186359	SRP019721		SAMN01885968	SRS402372	2015-08-27	2013-08-28	ESC_BA9144AA	O1	H1
ESC_BA9164AA	UMEA 3298-1	SRR958733;ILLUMINA;Paired;5000;SRX340608,SRR958732;ILLUMINA;Paired;5000;SRX340607,SRR786309;ILLUMINA;Paired;180;SRX251513,SRR786308;ILLUMINA;Paired;180;SRX251513	Human	Human	Homo sapiens; Urine	1995				Europe	Sweden							Broad Institute	Escherichia coli								PRJNA186339	SRP019699		SAMN01885948	SRS402345	2015-08-27	2013-08-28	ESC_BA9164AA	O18	H7
ESC_BA9184AA	UMEA 3206-1	SRR786189;ILLUMINA;Paired;180;SRX251479,SRR958635;ILLUMINA;Paired;5000;SRX340567,SRR958636;ILLUMINA;Paired;5000;SRX340567,SRR786190;ILLUMINA;Paired;180;SRX251479	Human	Human	Homo sapiens; Urine	1995				Europe	Sweden							Broad Institute	Escherichia coli								PRJNA186318	SRP019680		SAMN01885928	SRS402322	2015-08-27	2013-08-28	ESC_BA9184AA	O1	H7
ESC_BA9185AA	UMEA 3203-1	SRR786186;ILLUMINA;Paired;180;SRX251475,SRR958634;ILLUMINA;Paired;5000;SRX340561,SRR958633;ILLUMINA;Paired;5000;SRX340561,SRR786187;ILLUMINA;Paired;180;SRX251475	Human	Human	Homo sapiens; Urine	1995				Europe	Sweden							Broad Institute	Escherichia coli								PRJNA186317	SRP019678		SAMN01885927	SRS402319	2015-08-27	2013-08-28	ESC_BA9185AA	O1	H7
ESC_BA9210AA	UMEA 3140-1	SRR958577;ILLUMINA;Paired;5000;SRX340535,SRR786008;ILLUMINA;Paired;180;SRX251429,SRR958576;ILLUMINA;Paired;5000;SRX340535,SRR786007;ILLUMINA;Paired;180;SRX251429	Human	Human	Homo sapiens; Urine	1995				Europe	Sweden							Broad Institute	Escherichia coli								PRJNA186292	SRP019654		SAMN01885902	SRS402287	2015-08-27	2013-08-28	ESC_BA9210AA	O50 or O2	H4
ESC_BA9225AA	UMEA 3041-1	SRR958550;ILLUMINA;Paired;5000;SRX340506,SRR785844;ILLUMINA;Paired;180;SRX251409,SRR785842;ILLUMINA;Paired;180;SRX251409,SRR958551;ILLUMINA;Paired;5000;SRX340506	Human	Human	Homo sapiens; Urine	1996				Europe	Sweden							Broad Institute	Escherichia coli								PRJNA186278	SRP019639		SAMN01885888	SRS402270	2015-08-27	2013-08-28	ESC_BA9225AA	O2	H4
ESC_BA9240AA	KOEGE 32 (66a)	SRR958493;ILLUMINA;Paired;5000;SRX340485,SRR785655;ILLUMINA;Paired;180;SRX251370,SRR958494;ILLUMINA;Paired;5000;SRX340485,SRR785656;ILLUMINA;Paired;180;SRX251370	Human	Human	Homo sapiens; Urine	2006				Europe	Denmark							Broad Institute	Escherichia coli								PRJNA186259	SRP019621		SAMN01885869	SRS402247	2015-08-27	2013-08-28	ESC_BA9240AA	O2	H4
ESC_BA9253AA	HVH 217 (4-1022806)	SRR958445;ILLUMINA;Paired;5000;SRX340423,SRR784761;ILLUMINA;Paired;180;SRX251236,SRR784760;ILLUMINA;Paired;180;SRX251236,SRR958446;ILLUMINA;Paired;5000;SRX340423	Human	Human	Homo sapiens; Blood	2003				Europe	Denmark							Broad Institute	Escherichia coli								PRJNA186245	SRP019540		SAMN01885856	SRS402153	2015-08-27	2013-08-28	ESC_BA9253AA	O45	H7
ESC_BA9256AA	HVH 222 (4-2977443)	SRR784916;ILLUMINA;Paired;180;SRX251240,SRR958453;ILLUMINA;Paired;5000;SRX340418,SRR958454;ILLUMINA;Paired;5000;SRX340418,SRR784915;ILLUMINA;Paired;180;SRX251240	Human	Human	Homo sapiens; Blood	2003				Europe	Denmark							Broad Institute	Escherichia coli								PRJNA186249	SRP019543		SAMN01885860	SRS402156	2015-08-27	2013-08-28	ESC_BA9256AA	O50 or O2	H4
ESC_BA9260AA	HVH 214 (4-3062198)	SRR958440;ILLUMINA;Paired;5000;SRX340414,SRR958439;ILLUMINA;Paired;5000;SRX340414,SRR800745;ILLUMINA;Paired;180;SRX257722,SRR800746;ILLUMINA;Paired;180;SRX257722,SRR998573;ILLUMINA;Paired;180;SRX356833	Human	Human	Homo sapiens; Blood	2003				Europe	Denmark							Broad Institute	Escherichia coli								PRJNA186241	SRP020359		SAMN01885853	SRS405931	2015-08-27	2013-08-28	ESC_BA9260AA	O45	H7
ESC_BA9263AA	HVH 211 (4-3041891)	SRR784704;ILLUMINA;Paired;180;SRX251221,SRR958434;ILLUMINA;Paired;5000;SRX340411,SRR784705;ILLUMINA;Paired;180;SRX251221,SRR958433;ILLUMINA;Paired;5000;SRX340411	Human	Human	Homo sapiens; Blood	2003				Europe	Denmark							Broad Institute	Escherichia coli								PRJNA186238	SRP019533		SAMN01885850	SRS402144	2015-08-27	2013-08-28	ESC_BA9263AA	O1	H7
ESC_BA9264AA	HVH 210 (4-3042480)	SRR770173;ILLUMINA;Paired;180;SRX247844,SRR958407;ILLUMINA;Paired;5000;SRX340410,SRR784681;ILLUMINA;Paired;180;SRX251220,SRR958406;ILLUMINA;Paired;5000;SRX340410	Human	Human	Homo sapiens; Blood	2003				Europe	Denmark							Broad Institute	Escherichia coli								PRJNA186237	SRP019170		SAMN01885849	SRS399717	2015-08-27	2013-08-28	ESC_BA9264AA	O50 or O2	H7
ESC_BA9271AA	HVH 203 (4-3126218)	SRR770166;ILLUMINA;Paired;180;SRX247837,SRR784628;ILLUMINA;Paired;180;SRX251205,SRR958391;ILLUMINA;Paired;5000;SRX340390,SRR958392;ILLUMINA;Paired;5000;SRX340390	Human	Human	Homo sapiens; Blood	2003				Europe	Denmark							Broad Institute	Escherichia coli								PRJNA186230	SRP019162		SAMN01885842	SRS399709	2015-08-27	2013-08-28	ESC_BA9271AA	O1	H7
ESC_BA9273AA	HVH 201 (4-4459431)	SRR770164;ILLUMINA;Paired;180;SRX247835,SRR958388;ILLUMINA;Paired;5000;SRX340388,SRR784609;ILLUMINA;Paired;180;SRX251199,SRR958387;ILLUMINA;Paired;5000;SRX340388	Human	Human	Homo sapiens; Blood	2003				Europe	Denmark							Broad Institute	Escherichia coli								PRJNA186228	SRP019160		SAMN01885840	SRS399707	2015-08-27	2013-08-28	ESC_BA9273AA	O1	H7
ESC_BA9275AA	HVH 199 (4-5670322)	SRR958412;ILLUMINA;Paired;5000;SRX340386,SRR958411;ILLUMINA;Paired;5000;SRX340386,SRR770162;ILLUMINA;Paired;180;SRX247833,SRR784607;ILLUMINA;Paired;180;SRX251197	Human	Human	Homo sapiens; Blood	2004				Europe	Denmark							Broad Institute	Escherichia coli								PRJNA186225	SRP019158		SAMN01885838	SRS399705	2015-08-27	2013-08-28	ESC_BA9275AA	O50 or O2	H7
ESC_BA9276AA	HVH 191 (3-9341900)	SRR958372;ILLUMINA;Paired;5000;SRX340385,SRR958373;ILLUMINA;Paired;5000;SRX340385,SRR770154;ILLUMINA;Paired;180;SRX247824,SRR784505;ILLUMINA;Paired;180;SRX251180	Human	Human	Homo sapiens; Blood	2003				Europe	Denmark							Broad Institute	Escherichia coli								PRJNA186217	SRP019149		SAMN01885830	SRS399697	2015-08-27	2013-08-28	ESC_BA9276AA	O45	H7
ESC_BA9286AA	HVH 192 (4-3054470)	SRR770155;ILLUMINA;Paired;180;SRX247825,SRR958375;ILLUMINA;Paired;5000;SRX340375,SRR958376;ILLUMINA;Paired;5000;SRX340375,SRR784506;ILLUMINA;Paired;180;SRX251181	Human	Human	Homo sapiens; Blood	2003				Europe	Denmark							Broad Institute	Escherichia coli								PRJNA186218	SRP019150		SAMN01885831	SRS399698	2015-08-27	2013-08-28	ESC_BA9286AA	O2	H7
ESC_BA9293AA	HVH 180 (4-3051617)	SRR958331;ILLUMINA;Paired;5000;SRX340368,SRR770144;ILLUMINA;Paired;180;SRX247814,SRR784427;ILLUMINA;Paired;180;SRX251165,SRR958332;ILLUMINA;Paired;5000;SRX340368	Human	Human	Homo sapiens; Blood	2003				Europe	Denmark							Broad Institute	Escherichia coli								PRJNA186207	SRP019139		SAMN01885820	SRS399687	2015-08-27	2013-08-28	ESC_BA9293AA	O25	H4
ESC_BA9294AA	HVH 178 (4-3189163)	SRR784426;ILLUMINA;Paired;180;SRX251164,SRR958327;ILLUMINA;Paired;5000;SRX340367,SRR958328;ILLUMINA;Paired;5000;SRX340367,SRR770143;ILLUMINA;Paired;180;SRX247813	Human	Human	Homo sapiens; Blood	2003				Europe	Denmark							Broad Institute	Escherichia coli								PRJNA186206	SRP019138		SAMN01885819	SRS399686	2015-08-27	2013-08-28	ESC_BA9294AA	O2	H4
ESC_BA9300AA	HVH 170 (4-3026949)	SRR958316;ILLUMINA;Paired;5000;SRX340359,SRR784334;ILLUMINA;Paired;180;SRX251148,SRR770134;ILLUMINA;Paired;180;SRX247806,SRR958315;ILLUMINA;Paired;5000;SRX340359	Human	Human	Homo sapiens; Blood	2003				Europe	Denmark							Broad Institute	Escherichia coli								PRJNA186199	SRP019131		SAMN01885812	SRS399679	2015-08-27	2013-08-28	ESC_BA9300AA	O45	H7
ESC_BA9319AA	HVH 148 (4-3192490)	SRR784217;ILLUMINA;Paired;180;SRX251108,SRR958275;ILLUMINA;Paired;5000;SRX340337,SRR958274;ILLUMINA;Paired;5000;SRX340337,SRR770111;ILLUMINA;Paired;180;SRX247785	Human	Human	Homo sapiens; Blood	2004				Europe	Denmark							Broad Institute	Escherichia coli								PRJNA186180	SRP019112		SAMN01885793	SRS399658	2015-08-27	2013-08-28	ESC_BA9319AA	O2	H4
ESC_BA9336AA	HVH 127 (4-7303629)	SRR784078;ILLUMINA;Paired;180;SRX251073,SRR958240;ILLUMINA;Paired;5000;SRX340307,SRR958241;ILLUMINA;Paired;5000;SRX340307,SRR770094;ILLUMINA;Paired;180;SRX247768	Human	Human	Homo sapiens; Blood	2004				Europe	Denmark							Broad Institute	Escherichia coli								PRJNA186147	SRP019095		SAMN01885774	SRS399641	2015-08-27	2013-08-28	ESC_BA9336AA	O2	H4
ESC_BA9337AA	HVH 126 (4-6034225)	SRR958239;ILLUMINA;Paired;5000;SRX340306,SRR958238;ILLUMINA;Paired;5000;SRX340306,SRR784077;ILLUMINA;Paired;180;SRX251072,SRR770093;ILLUMINA;Paired;180;SRX247767	Human	Human	Homo sapiens; Blood	2004				Europe	Denmark							Broad Institute	Escherichia coli								PRJNA186146	SRP019092		SAMN01885773	SRS399639	2015-08-27	2013-08-28	ESC_BA9337AA	O18	H7
ESC_BA9343AA	HVH 118 (4-7345399)	SRR770087;ILLUMINA;Paired;180;SRX247760,SRR958220;ILLUMINA;Paired;5000;SRX340260,SRR784025;ILLUMINA;Paired;180;SRX251061,SRR958219;ILLUMINA;Paired;5000;SRX340260	Human	Human	Homo sapiens; Blood	2004				Europe	Denmark							Broad Institute	Escherichia coli								PRJNA186140	SRP019087		SAMN01885767	SRS399633	2015-08-27	2013-08-28	ESC_BA9343AA	O1	H7
ESC_BA9360AA	HVH 30 (4-2661829)	SRR784991;ILLUMINA;Paired;180;SRX251254,SRR800593;ILLUMINA;Paired;5000;SRX257585,SRR800532;ILLUMINA;Paired;5000;SRX257525,SRR784992;ILLUMINA;Paired;180;SRX251254	Human	Human	Homo sapiens; Blood	2003				Europe	Denmark							Broad Institute	Escherichia coli								PRJNA186063	SRP019557		SAMN01885693	SRS402170	2015-08-27	2013-04-01	ESC_BA9360AA	O1	H7
ESC_BA9369AA	HVH 32 (4-3773988)	SRR800584;ILLUMINA;Paired;5000;SRX257576,SRR800579;ILLUMINA;Paired;5000;SRX257571,SRR785021;ILLUMINA;Paired;180;SRX251259,SRR785020;ILLUMINA;Paired;180;SRX251259	Human	Human	Homo sapiens; Blood	2003				Europe	Denmark							Broad Institute	Escherichia coli								PRJNA186065	SRP019559		SAMN01885695	SRS402173	2015-08-27	2013-04-01	ESC_BA9369AA	O2	H4
ESC_BA9373AA	HVH 12 (4-7653042)	SRR784053;ILLUMINA;Paired;180;SRX251066,SRR800448;ILLUMINA;Paired;5000;SRX257445,SRR800578;ILLUMINA;Paired;5000;SRX257570,SRR784052;ILLUMINA;Paired;180;SRX251066	Human	Human	Homo sapiens; Blood	2005				Europe	Denmark							Broad Institute	Escherichia coli								PRJNA186047	SRP019525		SAMN01885677	SRS402117	2015-08-27	2013-04-01	ESC_BA9373AA	O2	H4
ESC_BA9374AA	HVH 76 (4-2538717)	SRR785413;ILLUMINA;Paired;180;SRX251327,SRR800577;ILLUMINA;Paired;5000;SRX257569,SRR785412;ILLUMINA;Paired;180;SRX251327,SRR800474;ILLUMINA;Paired;5000;SRX257471	Human	Human	Homo sapiens; Blood	2003				Europe	Denmark							Broad Institute	Escherichia coli								PRJNA186099	SRP019595		SAMN01885726	SRS402216	2015-08-27	2013-04-01	ESC_BA9374AA	O1	H7
ESC_BA9384AA	HVH 73 (4-2393174)	SRR785407;ILLUMINA;Paired;180;SRX251320,SRR800566;ILLUMINA;Paired;5000;SRX257559,SRR800478;ILLUMINA;Paired;5000;SRX257475,SRR785406;ILLUMINA;Paired;180;SRX251320	Human	Human	Homo sapiens; Blood	2003				Europe	Denmark							Broad Institute	Escherichia coli								PRJNA186097	SRP019592		SAMN01885724	SRS402212	2015-08-27	2013-04-01	ESC_BA9384AA	O25	H4
ESC_BA9393AA	HVH 104 (4-6977960)	SRR800494;ILLUMINA;Paired;5000;SRX257490,SRR783946;ILLUMINA;Paired;180;SRX251044,SRR783947;ILLUMINA;Paired;180;SRX251044,SRR800558;ILLUMINA;Paired;5000;SRX257550	Human	Human	Homo sapiens; Blood	2004				Europe	Denmark							Broad Institute	Escherichia coli								PRJNA186125	SRP019516		SAMN01885752	SRS402107	2015-08-27	2013-04-01	ESC_BA9393AA	O25	H4
ESC_BA9403AA	HVH 42 (4-2100061)	SRR800544;ILLUMINA;Paired;5000;SRX257536,SRR800427;ILLUMINA;Paired;5000;SRX257426,SRR785124;ILLUMINA;Paired;180;SRX251280,SRR785123;ILLUMINA;Paired;180;SRX251280	Human	Human	Homo sapiens; Blood	2003				Europe	Denmark							Broad Institute	Escherichia coli								PRJNA186074	SRP019568		SAMN01885704	SRS402183	2015-08-27	2013-04-01	ESC_BA9403AA	O18	H7
ESC_BA9410AA	HVH 5 (4-7148410)	SRR800526;ILLUMINA;Paired;5000;SRX257521,SRR785278;ILLUMINA;Paired;180;SRX251303,SRR800531;ILLUMINA;Paired;5000;SRX257524,SRR785277;ILLUMINA;Paired;180;SRX251303	Human	Human	Homo sapiens; Blood	2004				Europe	Denmark							Broad Institute	Escherichia coli								PRJNA186042	SRP019579		SAMN01885672	SRS402197	2015-08-27	2013-04-01	ESC_BA9410AA	O1	H7
ESC_BA9415AA	HVH 54 (4-2723514)	SRR785254;ILLUMINA;Paired;180;SRX251298,SRR785253;ILLUMINA;Paired;180;SRX251298,SRR800444;ILLUMINA;Paired;5000;SRX257441,SRR800519;ILLUMINA;Paired;5000;SRX257514	Human	Human	Homo sapiens; Blood	2003				Europe	Denmark							Broad Institute	Escherichia coli								PRJNA186086	SRP019582		SAMN01885713	SRS402200	2015-08-27	2013-04-01	ESC_BA9415AA	O2	H7
ESC_BA9420AA	HVH 35 (4-2962667)	SRR785052;ILLUMINA;Paired;180;SRX251262,SRR800510;ILLUMINA;Paired;5000;SRX257506,SRR800508;ILLUMINA;Paired;5000;SRX257504,SRR785050;ILLUMINA;Paired;180;SRX251262	Human	Human	Homo sapiens; Blood	2003				Europe	Denmark							Broad Institute	Escherichia coli								PRJNA186067	SRP019562		SAMN01885697	SRS402176	2015-08-27	2013-04-01	ESC_BA9420AA	O2	H7
ESC_BA9422AA	HVH 59 (4-1119338)	SRR800516;ILLUMINA;Paired;5000;SRX257501,SRR785325;ILLUMINA;Paired;180;SRX251311,SRR785324;ILLUMINA;Paired;180;SRX251311,SRR800419;ILLUMINA;Paired;5000;SRX257416	Human	Human	Homo sapiens; Blood	2003				Europe	Denmark							Broad Institute	Escherichia coli								PRJNA186090	SRP019584		SAMN01885717	SRS402203	2015-08-27	2013-04-01	ESC_BA9422AA	O50 or O2	H4
