"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","ESC_NA4003AA_AS","ESC_NA4004AA_AS","ESC_NA4005AA_AS","ESC_NA4045AA_AS"
"group_2001","","hypothetical protein","4","4","1","27","29","","","","1064","1064","1064","LOCUS_37030","f76cef297a7dedb9150c88bc61db4d5a_4943","d0dc75faf82af35216c4087e568ab6aa_4751","e27c64c29733013eb4c363b5c7ab13b8_4152"
"bamC","","outer membrane protein assembly factor BamC","4","4","1","8","111","","","","1034","1034","1034","LOCUS_09330","f76cef297a7dedb9150c88bc61db4d5a_4237","d0dc75faf82af35216c4087e568ab6aa_3836","e27c64c29733013eb4c363b5c7ab13b8_1905"
"yeeZ","","protein YeeZ","4","4","1","6","77","","","","824","824","824","LOCUS_41360","f76cef297a7dedb9150c88bc61db4d5a_4342","d0dc75faf82af35216c4087e568ab6aa_3685","e27c64c29733013eb4c363b5c7ab13b8_3896"
"group_2004","","cytochrome-c peroxidase","4","4","1","14","1","","","","1397","1397","1397","LOCUS_26170","f76cef297a7dedb9150c88bc61db4d5a_3278","d0dc75faf82af35216c4087e568ab6aa_141","e27c64c29733013eb4c363b5c7ab13b8_2053"
"speE","","polyamine aminopropyltransferase","4","4","1","19","2","","","","866","866","866","LOCUS_11430","f76cef297a7dedb9150c88bc61db4d5a_4460","d0dc75faf82af35216c4087e568ab6aa_3969","e27c64c29733013eb4c363b5c7ab13b8_2841"
"group_2006","","PTS ascorbate transporter subunit IIC","4","4","1","31","21","","","","1388","1388","1388","LOCUS_38270","f76cef297a7dedb9150c88bc61db4d5a_4489","d0dc75faf82af35216c4087e568ab6aa_3959","e27c64c29733013eb4c363b5c7ab13b8_4434"
"group_2007","","two-component sensor histidine kinase","4","4","1","4","111","","","","1424","1424","1424","LOCUS_27970","f76cef297a7dedb9150c88bc61db4d5a_1319","d0dc75faf82af35216c4087e568ab6aa_1985","e27c64c29733013eb4c363b5c7ab13b8_1007"
"group_2008","","hypothetical protein","4","4","1","1","211","","","","293","293","293","LOCUS_22560","f76cef297a7dedb9150c88bc61db4d5a_2536","d0dc75faf82af35216c4087e568ab6aa_1062","e27c64c29733013eb4c363b5c7ab13b8_1945"
"yeiE","","LysR family transcriptional regulator","4","4","1","9","165","","","","806","806","806","LOCUS_33810","f76cef297a7dedb9150c88bc61db4d5a_1413","d0dc75faf82af35216c4087e568ab6aa_536","e27c64c29733013eb4c363b5c7ab13b8_2409"
"group_2010","","replication protein P","4","4","1","1","839","","","","701","701","701","LOCUS_02230","f76cef297a7dedb9150c88bc61db4d5a_2912","d0dc75faf82af35216c4087e568ab6aa_4597","e27c64c29733013eb4c363b5c7ab13b8_2375"
"plsX","","phosphate acyltransferase","4","4","1","1","153","","","","1070","1070","1070","LOCUS_02900","f76cef297a7dedb9150c88bc61db4d5a_2845","d0dc75faf82af35216c4087e568ab6aa_1872","e27c64c29733013eb4c363b5c7ab13b8_2308"
"fadE","","acyl-CoA dehydrogenase","4","4","1","23","11","","","","2444","2444","2444","LOCUS_37870","f76cef297a7dedb9150c88bc61db4d5a_4114","d0dc75faf82af35216c4087e568ab6aa_2873","e27c64c29733013eb4c363b5c7ab13b8_4222"
"frmR","","transcriptional repressor FrmR","4","4","1","25","5","","","","275","275","275","LOCUS_28040","f76cef297a7dedb9150c88bc61db4d5a_3782","d0dc75faf82af35216c4087e568ab6aa_2380","e27c64c29733013eb4c363b5c7ab13b8_3724"
"group_2014","","hypothetical protein","4","4","1","16","90","","","","194","194","194","LOCUS_39600","f76cef297a7dedb9150c88bc61db4d5a_4267","d0dc75faf82af35216c4087e568ab6aa_3463","e27c64c29733013eb4c363b5c7ab13b8_2176"
"group_2015","","phage portal protein","4","4","1","1","823","","","","1592","1592","1592","LOCUS_47310","f76cef297a7dedb9150c88bc61db4d5a_4907","d0dc75faf82af35216c4087e568ab6aa_4647","e27c64c29733013eb4c363b5c7ab13b8_4948"
"motB","","flagellar motor protein MotB","4","4","1","2","176","","","","926","926","926","LOCUS_29210","f76cef297a7dedb9150c88bc61db4d5a_130","d0dc75faf82af35216c4087e568ab6aa_2303","e27c64c29733013eb4c363b5c7ab13b8_772"
"group_2017","","phage tail tape measure protein","4","4","1","9","59","","","","2447","2447","2447","LOCUS_38800","f76cef297a7dedb9150c88bc61db4d5a_1520","d0dc75faf82af35216c4087e568ab6aa_3474","e27c64c29733013eb4c363b5c7ab13b8_2701"
"group_2018","","ferredoxin--NADP(+) reductase","4","4","1","13","64","","","","746","746","746","LOCUS_15070","f76cef297a7dedb9150c88bc61db4d5a_3371","d0dc75faf82af35216c4087e568ab6aa_1248","e27c64c29733013eb4c363b5c7ab13b8_3087"
"ydhW","","hypothetical protein","4","4","1","2","382","","","","638","638","638","LOCUS_01300","f76cef297a7dedb9150c88bc61db4d5a_337","d0dc75faf82af35216c4087e568ab6aa_1016","e27c64c29733013eb4c363b5c7ab13b8_1798"
"yhbO","","glutamine amidotransferase","4","4","1","7","102","","","","518","518","518","LOCUS_05220","f76cef297a7dedb9150c88bc61db4d5a_866","d0dc75faf82af35216c4087e568ab6aa_770","e27c64c29733013eb4c363b5c7ab13b8_1415"
"ybiH","","transcriptional regulator","4","4","1","5","74","","","","671","671","671","LOCUS_06790","f76cef297a7dedb9150c88bc61db4d5a_1033","d0dc75faf82af35216c4087e568ab6aa_684","e27c64c29733013eb4c363b5c7ab13b8_504"
"radA","","DNA repair protein RadA","4","4","1","4","99","","","","1382","1382","1382","LOCUS_27850","f76cef297a7dedb9150c88bc61db4d5a_1331","d0dc75faf82af35216c4087e568ab6aa_1997","e27c64c29733013eb4c363b5c7ab13b8_1019"
"ymdF","","KGG family protein","4","4","1","1","76","","","","173","173","173","LOCUS_03660","f76cef297a7dedb9150c88bc61db4d5a_2940","d0dc75faf82af35216c4087e568ab6aa_1168","e27c64c29733013eb4c363b5c7ab13b8_2508"
"group_2024","","hypothetical protein","4","4","1","3","234","","","","152","152","152","LOCUS_07950","f76cef297a7dedb9150c88bc61db4d5a_669","d0dc75faf82af35216c4087e568ab6aa_1436","e27c64c29733013eb4c363b5c7ab13b8_237"
"ybaP","","hypothetical protein","4","4","1","1","589","","","","794","794","794","LOCUS_10010","f76cef297a7dedb9150c88bc61db4d5a_1854","d0dc75faf82af35216c4087e568ab6aa_2974","e27c64c29733013eb4c363b5c7ab13b8_1295"
"gstB","","glutathione S-transferase GstB","4","4","1","5","115","","","","626","626","626","LOCUS_06380","f76cef297a7dedb9150c88bc61db4d5a_1073","d0dc75faf82af35216c4087e568ab6aa_3208","e27c64c29733013eb4c363b5c7ab13b8_464"
"dapA4","","4-hydroxy-tetrahydrodipicolinate synthase","4","4","1","17","71","","","","884","884","884","LOCUS_17270","f76cef297a7dedb9150c88bc61db4d5a_3572","d0dc75faf82af35216c4087e568ab6aa_3100","e27c64c29733013eb4c363b5c7ab13b8_3791"
"yciC","","UPF0259 membrane protein YciC","4","4","1","1","771","","","","743","743","743","LOCUS_16470","f76cef297a7dedb9150c88bc61db4d5a_2659","d0dc75faf82af35216c4087e568ab6aa_273","e27c64c29733013eb4c363b5c7ab13b8_3928"
"yegT","","MFS transporter","4","4","1","9","107","","","","1277","1277","1277","LOCUS_31040","f76cef297a7dedb9150c88bc61db4d5a_1472","d0dc75faf82af35216c4087e568ab6aa_478","e27c64c29733013eb4c363b5c7ab13b8_2467"
"group_2030","","succinate dehydrogenase iron-sulfur subunit","4","4","1","11","44","","","","734","734","734","LOCUS_34900","f76cef297a7dedb9150c88bc61db4d5a_2420","d0dc75faf82af35216c4087e568ab6aa_2077","e27c64c29733013eb4c363b5c7ab13b8_3302"
"ygaP","","membrane protein","4","4","1","3","324","","","","524","524","524","LOCUS_30340","f76cef297a7dedb9150c88bc61db4d5a_575","d0dc75faf82af35216c4087e568ab6aa_4550","e27c64c29733013eb4c363b5c7ab13b8_331"
"bioH","","pimeloyl-[acyl-carrier protein] methyl ester esterase","4","4","1","15","88","","","","770","770","770","LOCUS_26660","f76cef297a7dedb9150c88bc61db4d5a_2761","d0dc75faf82af35216c4087e568ab6aa_1702","e27c64c29733013eb4c363b5c7ab13b8_2607"
"group_2033","","ferrous iron permease EfeU","4","4","1","1","89","","","","830","830","830","LOCUS_03530","f76cef297a7dedb9150c88bc61db4d5a_2927","d0dc75faf82af35216c4087e568ab6aa_1181","e27c64c29733013eb4c363b5c7ab13b8_2495"
"wcaL","","colanic acid biosynthesis glycosyltransferase WcaL","4","4","1","9","11","","","","1220","1220","1220","LOCUS_21320","f76cef297a7dedb9150c88bc61db4d5a_1568","d0dc75faf82af35216c4087e568ab6aa_3361","e27c64c29733013eb4c363b5c7ab13b8_2749"
"rplY","","50S ribosomal protein L25","4","4","1","10","75","","","","284","284","284","LOCUS_12850","f76cef297a7dedb9150c88bc61db4d5a_4174","d0dc75faf82af35216c4087e568ab6aa_3437","e27c64c29733013eb4c363b5c7ab13b8_2928"
"group_2036","","GGDEF domain-containing protein","4","4","1","2","272","","","","1490","1490","1490","LOCUS_29790","f76cef297a7dedb9150c88bc61db4d5a_227","d0dc75faf82af35216c4087e568ab6aa_33","e27c64c29733013eb4c363b5c7ab13b8_676"
"group_2037","","membrane protein","4","4","1","9","53","","","","2108","2108","2108","LOCUS_20900","f76cef297a7dedb9150c88bc61db4d5a_1526","d0dc75faf82af35216c4087e568ab6aa_3235","e27c64c29733013eb4c363b5c7ab13b8_2707"
"entS","","enterobactin exporter EntS","4","4","1","1","285","","","","1250","1250","1250","LOCUS_17620","f76cef297a7dedb9150c88bc61db4d5a_2455","d0dc75faf82af35216c4087e568ab6aa_1827","e27c64c29733013eb4c363b5c7ab13b8_2026"
"yiaG","","putative HTH-type transcriptional regulator YiaG","4","4","1","14","76","","","","290","290","290","LOCUS_26570","f76cef297a7dedb9150c88bc61db4d5a_3320","d0dc75faf82af35216c4087e568ab6aa_182","e27c64c29733013eb4c363b5c7ab13b8_2095"
"I","","phage tail protein I","4","4","1","5","157","","","","605","605","605","LOCUS_14440","f76cef297a7dedb9150c88bc61db4d5a_1115","d0dc75faf82af35216c4087e568ab6aa_928","e27c64c29733013eb4c363b5c7ab13b8_422"
"group_2041","","ferric-rhodotorulic acid/ferric-coprogen receptor FhuE","4","4","1","1","165","","","","2189","2189","2189","LOCUS_02780","f76cef297a7dedb9150c88bc61db4d5a_2857","d0dc75faf82af35216c4087e568ab6aa_1860","e27c64c29733013eb4c363b5c7ab13b8_2320"
"group_2042","","hypothetical protein","4","4","1","12","77","","","","497","497","497","LOCUS_10660","f76cef297a7dedb9150c88bc61db4d5a_2244","d0dc75faf82af35216c4087e568ab6aa_1785","e27c64c29733013eb4c363b5c7ab13b8_1591"
"group_2043","","hypothetical protein","4","4","1","25","34","","","","497","497","497","LOCUS_28330","f76cef297a7dedb9150c88bc61db4d5a_3752","d0dc75faf82af35216c4087e568ab6aa_2350","e27c64c29733013eb4c363b5c7ab13b8_3694"
"iroB","","glycosyl transferase","4","4","1","18","3","","","","1115","1115","1115","LOCUS_45740","f76cef297a7dedb9150c88bc61db4d5a_3638","d0dc75faf82af35216c4087e568ab6aa_4412","e27c64c29733013eb4c363b5c7ab13b8_4645"
"group_2045","","colanic acid biosynthesis glycosyltransferase WcaI","4","4","1","9","17","","","","1223","1223","1223","LOCUS_21260","f76cef297a7dedb9150c88bc61db4d5a_1562","d0dc75faf82af35216c4087e568ab6aa_3355","e27c64c29733013eb4c363b5c7ab13b8_2743"
"group_2046","","threonine synthase","4","4","1","4","117","","","","1286","1286","1286","LOCUS_43890","f76cef297a7dedb9150c88bc61db4d5a_1313","d0dc75faf82af35216c4087e568ab6aa_1979","e27c64c29733013eb4c363b5c7ab13b8_1001"
"yadS","","UPF0126 inner membrane protein YadS","4","4","1","19","58","","","","623","623","623","LOCUS_11790","f76cef297a7dedb9150c88bc61db4d5a_3620","d0dc75faf82af35216c4087e568ab6aa_1671","e27c64c29733013eb4c363b5c7ab13b8_2877"
"ydiO","","putative acyl-CoA dehydrogenase YdiO","4","4","1","2","359","","","","1151","1151","1151","LOCUS_01530","f76cef297a7dedb9150c88bc61db4d5a_314","d0dc75faf82af35216c4087e568ab6aa_120","e27c64c29733013eb4c363b5c7ab13b8_589"
"group_2049","","cyclic di-GMP regulator CdgR","4","4","1","2","347","","","","713","713","713","LOCUS_01650","f76cef297a7dedb9150c88bc61db4d5a_302","d0dc75faf82af35216c4087e568ab6aa_108","e27c64c29733013eb4c363b5c7ab13b8_601"
"corC","","magnesium and cobalt efflux protein CorC","4","4","1","1","227","","","","878","878","878","LOCUS_22400","f76cef297a7dedb9150c88bc61db4d5a_2513","d0dc75faf82af35216c4087e568ab6aa_1085","e27c64c29733013eb4c363b5c7ab13b8_1968"
"group_2051","","tail sheath protein","4","4","1","9","62","","","","1232","1232","1232","LOCUS_38830","f76cef297a7dedb9150c88bc61db4d5a_1517","d0dc75faf82af35216c4087e568ab6aa_3477","e27c64c29733013eb4c363b5c7ab13b8_2698"
"group_2052","","transposase","4","4","1","31","3","","","","347","347","347","LOCUS_38440","f76cef297a7dedb9150c88bc61db4d5a_4894","d0dc75faf82af35216c4087e568ab6aa_4659","e27c64c29733013eb4c363b5c7ab13b8_4872"
"group_2053","","terminase","4","4","1","8","13","","","","1475","1475","1475","LOCUS_42830","f76cef297a7dedb9150c88bc61db4d5a_4430","d0dc75faf82af35216c4087e568ab6aa_3885","e27c64c29733013eb4c363b5c7ab13b8_4068"
"yggA","","arginine exporter protein ArgO","4","4","1","3","50","","","","632","632","632","LOCUS_24590","f76cef297a7dedb9150c88bc61db4d5a_2028","d0dc75faf82af35216c4087e568ab6aa_633","e27c64c29733013eb4c363b5c7ab13b8_48"
"group_2055","","aldo/keto reductase","4","4","1","28","23","","","","989","989","989","LOCUS_39370","f76cef297a7dedb9150c88bc61db4d5a_3804","d0dc75faf82af35216c4087e568ab6aa_4139","e27c64c29733013eb4c363b5c7ab13b8_4531"
"sgcX","","endoglucanase","4","4","1","4","18","","","","1121","1121","1121","LOCUS_40360","f76cef297a7dedb9150c88bc61db4d5a_3843","d0dc75faf82af35216c4087e568ab6aa_3588","e27c64c29733013eb4c363b5c7ab13b8_4302"
"ascB","","6-phospho-beta-glucosidase","4","4","1","3","278","","","","1424","1424","1424","LOCUS_07510","f76cef297a7dedb9150c88bc61db4d5a_626","d0dc75faf82af35216c4087e568ab6aa_1480","e27c64c29733013eb4c363b5c7ab13b8_280"
"wecD","","dTDP-fucosamine acetyltransferase","4","4","1","22","24","","","","674","674","674","LOCUS_24960","f76cef297a7dedb9150c88bc61db4d5a_3958","d0dc75faf82af35216c4087e568ab6aa_2691","e27c64c29733013eb4c363b5c7ab13b8_3520"
"kdsB","","3-deoxy-manno-octulosonate cytidylyltransferase","4","4","1","1","3","","","","746","746","746","LOCUS_44280","f76cef297a7dedb9150c88bc61db4d5a_3014","d0dc75faf82af35216c4087e568ab6aa_4148","e27c64c29733013eb4c363b5c7ab13b8_2582"
"group_2060","","hypothetical protein","4","4","1","2","387","","","","305","305","305","LOCUS_01250","f76cef297a7dedb9150c88bc61db4d5a_342","d0dc75faf82af35216c4087e568ab6aa_1011","e27c64c29733013eb4c363b5c7ab13b8_1793"
"yqjI","","transcriptional regulator","4","4","1","7","34","","","","623","623","623","LOCUS_04540","f76cef297a7dedb9150c88bc61db4d5a_934","d0dc75faf82af35216c4087e568ab6aa_1598","e27c64c29733013eb4c363b5c7ab13b8_3035"
"thrB","","homoserine kinase","4","4","1","4","116","","","","932","932","932","LOCUS_43880","f76cef297a7dedb9150c88bc61db4d5a_1314","d0dc75faf82af35216c4087e568ab6aa_1980","e27c64c29733013eb4c363b5c7ab13b8_1002"
"garL","","5-keto-4-deoxy-D-glucarate aldolase","4","4","1","7","79","","","","770","770","770","LOCUS_04990","f76cef297a7dedb9150c88bc61db4d5a_889","d0dc75faf82af35216c4087e568ab6aa_4078","e27c64c29733013eb4c363b5c7ab13b8_1392"
"group_2064","","membrane protein","4","4","1","2","334","","","","758","758","758","LOCUS_01780","f76cef297a7dedb9150c88bc61db4d5a_289","d0dc75faf82af35216c4087e568ab6aa_95","e27c64c29733013eb4c363b5c7ab13b8_614"
"group_2065","","tRNA/rRNA methyltransferase","4","4","1","16","12","","","","1037","1037","1037","LOCUS_13590","f76cef297a7dedb9150c88bc61db4d5a_3265","d0dc75faf82af35216c4087e568ab6aa_3329","e27c64c29733013eb4c363b5c7ab13b8_2249"
"group_2066","","hypothetical protein","4","4","1","17","93","","","","746","746","746","LOCUS_17050","f76cef297a7dedb9150c88bc61db4d5a_3550","d0dc75faf82af35216c4087e568ab6aa_3122","e27c64c29733013eb4c363b5c7ab13b8_3813"
"dlgD","","2,3-diketo-L-gulonate reductase","4","4","1","14","57","","","","998","998","998","LOCUS_18330","f76cef297a7dedb9150c88bc61db4d5a_3339","d0dc75faf82af35216c4087e568ab6aa_201","e27c64c29733013eb4c363b5c7ab13b8_2114"
"dcyD","","D-cysteine desulfhydrase","4","4","1","2","153","","","","986","986","986","LOCUS_28980","f76cef297a7dedb9150c88bc61db4d5a_104","d0dc75faf82af35216c4087e568ab6aa_2329","e27c64c29733013eb4c363b5c7ab13b8_3745"
"rpsA","","30S ribosomal protein S1","4","4","1","5","6","","","","1673","1673","1673","LOCUS_44630","f76cef297a7dedb9150c88bc61db4d5a_4676","d0dc75faf82af35216c4087e568ab6aa_4538","e27c64c29733013eb4c363b5c7ab13b8_338"
"yjbR","","hypothetical protein","4","4","1","6","183","","","","356","356","356","LOCUS_15480","f76cef297a7dedb9150c88bc61db4d5a_1671","d0dc75faf82af35216c4087e568ab6aa_1327","e27c64c29733013eb4c363b5c7ab13b8_872"
"group_2071","","LacI family transcriptional regulator","4","4","1","6","200","","","","1034","1034","1034","LOCUS_15650","f76cef297a7dedb9150c88bc61db4d5a_1688","d0dc75faf82af35216c4087e568ab6aa_1344","e27c64c29733013eb4c363b5c7ab13b8_889"
"pnp","","polyribonucleotide nucleotidyltransferase","4","4","1","7","113","","","","2135","2135","2135","LOCUS_05330","f76cef297a7dedb9150c88bc61db4d5a_855","d0dc75faf82af35216c4087e568ab6aa_781","e27c64c29733013eb4c363b5c7ab13b8_1426"
"group_2073","","hypothetical protein","4","4","1","1","365","","","","2639","2639","2639","LOCUS_45670","f76cef297a7dedb9150c88bc61db4d5a_4781","d0dc75faf82af35216c4087e568ab6aa_4563","e27c64c29733013eb4c363b5c7ab13b8_1140"
"group_2074","","hypothetical protein","4","4","1","3","401","","","","743","743","743","LOCUS_23160","f76cef297a7dedb9150c88bc61db4d5a_512","d0dc75faf82af35216c4087e568ab6aa_2251","e27c64c29733013eb4c363b5c7ab13b8_3587"
"group_2075","","hypothetical protein","4","4","1","9","131","","","","2003","2003","2003","LOCUS_37810","f76cef297a7dedb9150c88bc61db4d5a_1448","d0dc75faf82af35216c4087e568ab6aa_502","e27c64c29733013eb4c363b5c7ab13b8_2443"
"group_2076","","hypothetical protein","4","4","1","6","147","","","","707","707","707","LOCUS_42290","f76cef297a7dedb9150c88bc61db4d5a_1634","d0dc75faf82af35216c4087e568ab6aa_1290","e27c64c29733013eb4c363b5c7ab13b8_835"
"ssnA","","chlorohydrolase/aminohydrolase","4","4","1","3","88","","","","1328","1328","1328","LOCUS_30590","f76cef297a7dedb9150c88bc61db4d5a_1990","d0dc75faf82af35216c4087e568ab6aa_595","e27c64c29733013eb4c363b5c7ab13b8_86"
"astD","","N-succinylglutamate 5-semialdehyde dehydrogenase","4","4","1","2","311","","","","1478","1478","1478","LOCUS_02010","f76cef297a7dedb9150c88bc61db4d5a_266","d0dc75faf82af35216c4087e568ab6aa_72","e27c64c29733013eb4c363b5c7ab13b8_637"
"traK","","conjugal transfer protein TraK","4","4","1","18","46","","","","671","671","671","LOCUS_21860","f76cef297a7dedb9150c88bc61db4d5a_3693","d0dc75faf82af35216c4087e568ab6aa_3065","e27c64c29733013eb4c363b5c7ab13b8_3655"
"group_2080","","hypothetical protein","4","4","1","8","66","","","","440","440","440","LOCUS_32720","f76cef297a7dedb9150c88bc61db4d5a_4036","d0dc75faf82af35216c4087e568ab6aa_2942","e27c64c29733013eb4c363b5c7ab13b8_4100"
"group_2081","","phage head-tail adapter protein","4","4","1","3","416","","","","410","410","410","LOCUS_23010","f76cef297a7dedb9150c88bc61db4d5a_527","d0dc75faf82af35216c4087e568ab6aa_2236","e27c64c29733013eb4c363b5c7ab13b8_3572"
"dinB","","DNA polymerase IV","4","4","1","23","20","","","","1055","1055","1055","LOCUS_37960","f76cef297a7dedb9150c88bc61db4d5a_4105","d0dc75faf82af35216c4087e568ab6aa_2882","e27c64c29733013eb4c363b5c7ab13b8_4213"
"ybhK","","putative gluconeogenesis factor","4","4","1","5","58","","","","908","908","908","LOCUS_06950","f76cef297a7dedb9150c88bc61db4d5a_1017","d0dc75faf82af35216c4087e568ab6aa_700","e27c64c29733013eb4c363b5c7ab13b8_520"
"group_2084","","hypothetical protein","4","4","1","32","2","","","","518","518","518","LOCUS_48460","f76cef297a7dedb9150c88bc61db4d5a_4996","d0dc75faf82af35216c4087e568ab6aa_3903","e27c64c29733013eb4c363b5c7ab13b8_4976"
"allA","","ureidoglycolate lyase","4","4","1","1","612","","","","482","482","482","LOCUS_09780","f76cef297a7dedb9150c88bc61db4d5a_1877","d0dc75faf82af35216c4087e568ab6aa_4194","e27c64c29733013eb4c363b5c7ab13b8_1272"
"yagW","","fimbria adhesin EcpD","4","4","1","28","12","","","","1643","1643","1643","LOCUS_44900","f76cef297a7dedb9150c88bc61db4d5a_3815","d0dc75faf82af35216c4087e568ab6aa_4519","e27c64c29733013eb4c363b5c7ab13b8_4542"
"group_2087","","dihydrodipicolinate synthase family protein","4","4","1","1","210","","","","887","887","887","LOCUS_22570","f76cef297a7dedb9150c88bc61db4d5a_2537","d0dc75faf82af35216c4087e568ab6aa_1061","e27c64c29733013eb4c363b5c7ab13b8_1944"
"galK","","galactokinase","4","4","1","5","34","","","","1148","1148","1148","LOCUS_07190","f76cef297a7dedb9150c88bc61db4d5a_993","d0dc75faf82af35216c4087e568ab6aa_724","e27c64c29733013eb4c363b5c7ab13b8_544"
"yhiD","","magnesium transporter ATPase","4","4","1","17","32","","","","575","575","575","LOCUS_16700","f76cef297a7dedb9150c88bc61db4d5a_3515","d0dc75faf82af35216c4087e568ab6aa_4000","e27c64c29733013eb4c363b5c7ab13b8_4413"
